artist,poem name,text,syllables
Aerosmith,Janie`S Got A Gun - Single Version,They said when Janie was arrested,9
Aerosmith,Janie`S Got A Gun - Single Version,they found him underneath a train,8
Aerosmith,Janie`S Got A Gun - Single Version,"But man, he had it comin' Now that Janie's got a gun",14
Aerosmith,Janie`S Got A Gun - Single Version,she ain't never gonna be the same,9
Aerosmith,Janie`S Got A Gun - Single Version,Her dog day's just begun,6
Aerosmith,Janie`S Got A Gun - Single Version,Now everybody is on the run,9
Aerosmith,Janie`S Got A Gun - Single Version,Tell me now it's untrue,6
Aerosmith,Janie`S Got A Gun - Single Version,He jacked a little bitty baby,9
Aerosmith,Janie`S Got A Gun - Single Version,The man has got to be insane,8
Aerosmith,Janie`S Got A Gun - Single Version,They say the spell that he was under the lightning and the,14
Aerosmith,Janie`S Got A Gun - Single Version,thunder knew that someone had to stop the rain,11
Aerosmith,Janie`S Got A Gun - Single Version,"Run away, run away from the pain yeah, yeah yeah yeah",13
Aerosmith,Janie`S Got A Gun - Single Version,Run away run away from the pain yeah yeah,11
Aerosmith,Janie`S Got A Gun - Single Version,yeah yeah yeah yeah yeah,5
Aerosmith,Janie`S Got A Gun - Single Version,"Run away, run away, run, run away",10
Aerosmith,Janie`S Got A Gun - Single Version,It's Janie's last I.O.U,7
Aerosmith,Janie`S Got A Gun - Single Version,She had to take him down easy and put a bullet in his brain,16
Aerosmith,Janie`S Got A Gun - Single Version,She said 'cause nobody believes me. The man was such a sleeze,15
Aerosmith,Janie`S Got A Gun - Single Version,He ain't never gonna be the same,9
Aerosmith,Janie`S Got A Gun - Single Version,"Run away, run away from the pain yeah, yeah",11
Aerosmith,Janie`S Got A Gun - Single Version,yeah yeah yeah,3
Aerosmith,Janie`S Got A Gun - Single Version,Everybody is on the run,8
Aerosmith,Janie`S Got A Gun - Single Version,Because Janie's got a gun,7
Aerosmith,Janie`S Got A Gun,We do not have the lyrics for Janie's Got a Gun yet,14
Aerosmith,Janie’S Got A Gun,We do not have the lyrics for Janie’s Got a Gun yet,14
Aerosmith,Joanie`S Butterfly,In water still,4
Aerosmith,Joanie`S Butterfly,The night I met the pony,7
Aerosmith,Joanie`S Butterfly,It was so dark that I could hardly see,10
Aerosmith,Joanie`S Butterfly,It smelled so sweet you know who and Joanie,10
Aerosmith,Joanie`S Butterfly,So many butterflies one could not see,10
Aerosmith,Joanie`S Butterfly,We all could feel desire,6
Aerosmith,Joanie`S Butterfly,Took off in flight,4
Aerosmith,Joanie`S Butterfly,It was hotter than fire,6
Aerosmith,Joanie`S Butterfly,Then came the light,4
Aerosmith,Joanie`S Butterfly,"Oooh, oooh",4
Aerosmith,Joanie`S Butterfly,"Oooh, ah, now smell the heat",7
Aerosmith,Joanie`S Butterfly,The dancing pony unwrapped his wings,9
Aerosmith,Joanie`S Butterfly,To dry off Joanie,5
Aerosmith,Joanie`S Butterfly,The pony he grew in size,7
Aerosmith,Joanie`S Butterfly,In thunder and rain,5
Aerosmith,Joanie`S Butterfly,And finally realized,7
Aerosmith,Joanie`S Butterfly,A what he was and what he does,8
Aerosmith,Joanie`S Butterfly,And what he couldn't say,5
Aerosmith,Joanie`S Butterfly,And left to kiss the cheek of Mother Nature,11
Aerosmith,Joanie`S Butterfly,Nobody here can be denied such things,10
Aerosmith,Joanie`S Butterfly,"Make the ladies you love, come honey",9
Aerosmith,Joanie`S Butterfly,No butterfly should be denied it's wings,10
Aerosmith,Joanie`S Butterfly,He were a kick ass rocking horse,8
Aerosmith,Joanie`S Butterfly,He like a hell bent tied to the Gavin Pole,11
Aerosmith,Joanie`S Butterfly,It was a one time fantasy,8
Aerosmith,Joanie`S Butterfly,"I got the bare bones, fly into the Holy Land",12
Aerosmith,Joanie`S Butterfly,"Bare back, flyin' like a ruddered man",9
Aerosmith,Joanie`S Butterfly,"Nightmares, and he can't hold a candle to my dreams",12
Aerosmith,Joanie`S Butterfly,Yeah... yeah,2
Aerosmith,Joanie`S Butterfly,We rode the night,4
Aerosmith,Joanie`S Butterfly,And took to wing,4
Aerosmith,Joanie`S Butterfly,It was so alright,5
Aerosmith,Joanie`S Butterfly,It was everything,5
Aerosmith,Joanie`S Butterfly,We flew into burning skies,7
Aerosmith,Joanie`S Butterfly,The thunder and rain,5
Aerosmith,Joanie`S Butterfly,What he is and what he does,7
Aerosmith,Joanie`S Butterfly,"Oh, no, no..",3
Aerosmith,Joanie`S Butterfly,"Flashback, something coming over me",9
Aerosmith,Joanie`S Butterfly,"No sweat, one time fantasy",7
Aerosmith,Joanie`S Butterfly,"Bare boned, and all that is the wind it seems",10
Aerosmith,Joanie`S Butterfly,"Hell, who's the chick",4
Aerosmith,Joanie`S Butterfly,That rides into my dreams,6
Aerosmith,Joanie`S Butterfly,No livery,4
Aerosmith,Joanie`S Butterfly,No stable lights,4
Aerosmith,Joanie`S Butterfly,No try to please,4
Aerosmith,Joanie`S Butterfly,Nobody's eyes,4
Aerosmith,Joanie`S Butterfly,We'll never see us again,7
Aerosmith,Joanie`S Butterfly,In time it'll pass,4
Aerosmith,Joanie`S Butterfly,And where did it all begin,7
Aerosmith,Joanie`S Butterfly,But all in good time,5
Aerosmith,Joanie`S Butterfly,Somebody shot an arrow,7
Aerosmith,Joanie`S Butterfly,"Now tell me, tell me, tell me, tell me never",11
Aerosmith,Joanie`S Butterfly,Wakin' me 'cause you're cold somtimes,8
Aerosmith,Joanie`S Butterfly,Being seduced will be your own pleasures,10
Aerosmith,Joanie`S Butterfly,What be his muse may be what he must find,10
Aerosmith,Joanie`S Butterfly,He was a kick ass rocking horse,8
Aerosmith,Joanie`S Butterfly,"He was a one horned, unicornucopia",12
Aerosmith,Joanie`S Butterfly,"Two, two in Utopia",7
Aerosmith,Joanie`S Butterfly,"Three star, verge into infinity",9
Aerosmith,Joanie`S Butterfly,Four...four,2
Aerosmith,Joanie`S Butterfly,"Oooh, oooh..",4
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Long ago in days untold,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Were ruled by Lords of greed,6
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Maidens fared with gold,5
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),They dared to bare their wombs that bleed,8
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Kings and queens and guillotines,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Taking lives denied,5
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Starch and parchments laid the laws,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),When bishops took the ride,6
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Only to deceive,5
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Oh I know I lived this life before,9
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Somehow know now truths I must be sure,9
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Tossin turnin' nightmares burnin' dreams of swords in hand,13
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Sailin' ships the Viking spits the blood of father's land,13
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Living times of knights and mares,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Raising swords for maidens fair,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Sneer at death fear only loss of pride,9
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Living other centuries,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Deja vu or what you please,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Follows true to all who do or die,9
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Screams of no reply they died,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Screams of no reply and they died,8
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Lordy lordy and then then they died,9
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Lordy no then they died,6
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Bass solo,3
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Guitar solo,4
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Died,1
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Live and do or die,5
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Long ago were days I told... Lord they died,10
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Kings and queens and guillotines..,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),And they died,3
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Live and no reply,5
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),For they died,3
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Screams of no reply,5
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),Long ago were days I told..,7
Aerosmith,Kings And Queens (Radio Broadcast Live Philadelphia 1978),"Lordy, Lordy, they died",6
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",I'm dreaming tonight,5
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",I'm leaving back home,5
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Right,1
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Take me back to a south Tallahassee,10
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Down cross the bridge to my sweet sassafrassy,11
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Can't stand up on my feet in the city,10
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Got to get back to the real nitty gritty,12
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan","Yes sir, no sir",4
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Don't come close to my,5
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Home sweet home,3
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Can't catch no dose,4
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Of my hot tail poon tang sweetheart,8
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Sweathog ready to make a silk purse,9
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",From a J. Paul Getty and his ear,9
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",With her face in a beer,6
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Get out in the field,5
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Put the mule in the stable,7
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Ma she's a cookin',6
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Put the eats on the table,7
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Hate's in the city,5
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",And my love's in the meadow,7
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Hands on the plow,4
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",And my feets in the ghetto,7
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan","Stand up, sit down",4
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Don't do nothing,4
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Ain't no good when boss man's,6
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Stuffin' it down their throats,6
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",With paper notes,4
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",As babies cry,4
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",While cities lie at their feet,7
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",When you're rockin' the street,6
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan","Mama, take me home sweet home",7
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",I was a last child,5
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Just a punk in the street,6
Aerosmith,"Last Child - 1998Live At Yokhama Arena, Japan",Repeat 3x,3
Aerosmith,Lay It Down (Album Version),Ruby red... her lips were on fire,8
Aerosmith,Lay It Down (Album Version),A do me with a kiss if you please ,9
Aerosmith,Lay It Down (Album Version),Tell me what'chor sweetheart desires ,8
Aerosmith,Lay It Down (Album Version),Tell me how you want it to be ,8
Aerosmith,Lay It Down (Album Version),'Cause if it's love you want ,5
Aerosmith,Lay It Down (Album Version),Then you won't mind a little tenderness ,10
Aerosmith,Lay It Down (Album Version),That sometimes is so hard to find ,8
Aerosmith,Lay It Down (Album Version),Lay it down ,3
Aerosmith,Lay It Down (Album Version),Make it alright ,4
Aerosmith,Lay It Down (Album Version),I'll hold you so tight ,5
Aerosmith,Lay It Down (Album Version),Oh... before the morning light ,7
Aerosmith,Lay It Down (Album Version),It's gonna be alright ,6
Aerosmith,Lay It Down (Album Version),Oh... lay it down ,4
Aerosmith,Lay It Down (Album Version),Come and lay it down tonight ,7
Aerosmith,Lay It Down (Album Version),Tell me how you feel when we make love ,9
Aerosmith,Lay It Down (Album Version),Tell me is it real or just make believe ,11
Aerosmith,Lay It Down (Album Version),You will never know what'chor made of ,9
Aerosmith,Lay It Down (Album Version),'Til you open up your heart to receive ,9
Aerosmith,Lay It Down (Album Version),'Cause if the love you got that same old crime ,9
Aerosmith,Lay It Down (Album Version),We're talkin' tenderness that's so hard to find ,11
Aerosmith,Lay It Down (Album Version),And I'm gettin' behind you ,7
Aerosmith,Lay It Down (Album Version),A lay it down ,4
Aerosmith,Lay It Down (Album Version),Yeah... before the morning light ,7
Aerosmith,Lay It Down (Album Version),Do you remember them times talkin' in your sleep ,12
Aerosmith,Lay It Down (Album Version),With a pocket full'a rubbers you never could keep ,13
Aerosmith,Lay It Down (Album Version),From your best friends lover you dreamt about then ,11
Aerosmith,Lay It Down (Album Version),When you pullin' up the covers the voices in your head ,14
Aerosmith,Lay It Down (Album Version),Say if you want it bad ,6
Aerosmith,Lay It Down (Album Version),Don't ever let it slip away ,8
Aerosmith,Lay It Down (Album Version),'Cause if it's love you want and tenderness... yeah ,10
Aerosmith,Lay It Down (Album Version),Gonna lay it down tonight ,7
Aerosmith,Lay It Down (Album Version),Gonna come around tonight ,7
Aerosmith,Lay It Down (Album Version),You gotta lay it down,6
Aerosmith,Legendary Child,Leeeegeeendaaary Chiiiild,9
Aerosmith,Legendary Child,I'll tell ya' what im talkin' about,9
Aerosmith,Legendary Child,Makin' love at seventeen,7
Aerosmith,Legendary Child,yeah we had the luck,5
Aerosmith,Legendary Child,But we traded em' toys,6
Aerosmith,Legendary Child,for other joys,4
Aerosmith,Legendary Child,yeah we did't give a,5
Aerosmith,Legendary Child,Woah oh oh oh,4
Aerosmith,Legendary Child,I took a chance at the high school dance,9
Aerosmith,Legendary Child,never knowin' wrong from right,7
Aerosmith,Legendary Child,and that same show 40 years ago,9
Aerosmith,Legendary Child,bein' televised tonight,6
Aerosmith,Legendary Child,'Cause journey from inside my head,7
Aerosmith,Legendary Child,to the Taj Mahal,5
Aerosmith,Legendary Child,I went from never havin' none,8
Aerosmith,Legendary Child,to wanna have it all,6
Aerosmith,Legendary Child,I want to keep that dream alive,8
Aerosmith,Legendary Child,and eat that honey from the hive,8
Aerosmith,Legendary Child,all the noise,3
Aerosmith,Legendary Child,and all the clamour,5
Aerosmith,Legendary Child,No suprise,3
Aerosmith,Legendary Child,you know i am a,5
Aerosmith,Legendary Child,LEGENDARY CHILD..,5
Aerosmith,Legendary Child,I think that what im tryin' 'ta say,9
Aerosmith,Legendary Child,Is,1
Aerosmith,Legendary Child,Sticks and stones will break your bones,7
Aerosmith,Legendary Child,at least they'll re-arrange,6
Aerosmith,Legendary Child,i drop a dime every time,7
Aerosmith,Legendary Child,i get myself a nickel's change,8
Aerosmith,Legendary Child,they say we don't know jack,6
Aerosmith,Legendary Child,and then we proved em' wrong,6
Aerosmith,Legendary Child,we traded in our soul's at night,8
Aerosmith,Legendary Child,and sold em' for a song,6
Aerosmith,Legendary Child,And if satan had a lady friend,9
Aerosmith,Legendary Child,her name was Mary Jane,6
Aerosmith,Legendary Child,i never wondered why she tryed,8
Aerosmith,Legendary Child,to drive us quite insane,6
Aerosmith,Legendary Child,And how we got that golden fleece,8
Aerosmith,Legendary Child,from tokin' on that pipe of peace,8
Aerosmith,Legendary Child,But yet as far as i can see,8
Aerosmith,Legendary Child,there is a god,4
Aerosmith,Legendary Child,'cause i got me a,4
Aerosmith,Legendary Child,LEGENDARY CHILD X2,6
Aerosmith,Legendary Child,SOLO,2
Aerosmith,Legendary Child,legendary..,4
Aerosmith,Legendary Child,child,1
Aerosmith,Legendary Child,"Whoa oh, Whoa oh",4
Aerosmith,Legendary Child,LEGEND,2
Aerosmith,Legendary Child,LEGENDARY CHILD Woah oh,7
Aerosmith,Legendary Child,LEGENDARY,4
Aerosmith,Legendary Child,Ohhhhhhhh,1
Aerosmith,Let It Slide,Let It Slide,3
Aerosmith,Line Up (Butcher Bros Mix),If you think that you're strong,6
